"Country","Code","Year","Continent","High.systolic.blood.pressure","Alcohol.use","Low.birth.weight","Unsafe.sex","Low.physical.activity","High.fasting.plasma.glucose","High.body.mass.index","Drug.use","Low.bone.mineral.density","Vitamin.A.deficiency","Iron.deficiency","Breastfeeding","Child.growth","Tobacco","Dietary","Unsafe.water","Air.pollution","Death_Rate_Cat","rgroup"
"Armenia","ARM","2003","Asia",0.14428389458583,-0.240633535358989,-0.244717079852664,-0.327147564447417,0.0805303959109384,0.20668820295,0.154030527527286,-0.60509687143456,-0.412945067448359,-0.826869791933753,-0.858596977863694,-0.133082906825536,-0.264691147020833,0.215846485606705,0.272830334305689,-0.545936668178045,0.0937416485506748,"1",0.991771091707051
"Australia","AUS","1994","Oceania",0.747979781319285,0.705431595305294,-0.0688058221239848,0.256170601189704,1.0506066017858,0.603034355549973,0.756504625993442,0.984836845058534,0.646566230932148,-0.826869791933753,-0.576648735771257,-0.693945324700984,-0.455843476621288,0.830590701416968,0.654322393360212,-0.554534455853877,-0.0689659070210529,"0",0.921641321154311
"Australia","AUS","1997","Oceania",0.732503110472772,0.718562171522056,-0.111210621700937,0.0768531198421502,1.07227596549532,0.672864714925921,0.76866978586424,1.04983165495098,0.697888259552552,-0.826869791933753,-0.693667829095368,-0.74505281955206,-0.414211360230417,0.805993332307162,0.644929764656986,-0.506244287121619,-0.0847636896427117,"0",0.925133761018515
"Australia","AUS","2013","Oceania",0.616534305423239,0.818698098674425,-0.178373169365559,0.0147631383118599,1.04822570380809,0.755805919329819,0.840238224118058,1.15366450118125,1.07532715441775,-0.826869791933753,-0.858596977863694,-0.74505281955206,-0.342251053958192,0.707900979202016,0.548791172824756,-0.387499229316785,-0.209940994635068,"0",0.968371428316459
"Austria","AUT","1994","Europe",0.584647749682547,0.657303791964668,-0.420894237536127,0.0577343306707829,0.830791153428781,0.315966792807571,0.483833515037524,0.551522506237464,0.61374358901093,-0.826869791933753,-0.858596977863694,-0.974860537566683,-1.14433429215016,0.556916674682474,0.519331420573867,-1.04573696491677,0.22526091802531,"0",0.907613597577438
"Austria","AUT","2010","Europe",0.529378072423189,0.643159260363733,-0.645469394805685,-0.176709924471122,0.800081291686941,0.495213418587131,0.528145457229828,0.641424690340928,0.705707683032131,-0.826869791933753,-1.14054521995613,-1.10928943498154,-1.3035983528783,0.54308391262191,0.406678898538551,-0.952534094944336,0.0657001667518838,"0",0.981702722376212
"Austria","AUT","2013","Europe",0.551231970316072,0.645455589989252,-0.713592693053325,-0.175339968734894,0.769117126635444,0.51961602060604,0.5552035171138,0.630070198490833,0.742349665804927,-0.826869791933753,-1.14054521995613,-1.10928943498154,-1.36044215659983,0.551153314635407,0.412007165222051,-0.907790527140918,0.0356328484517344,"0",0.940965834073722
"Azerbaijan","AZE","1991","Asia",0.413328062044595,0.386260404173294,0.585905856645875,-0.221749540170176,0.241568633512641,0.0207338341102067,0.394729634396248,-0.0970206243412952,-0.169061816399193,0.00923249211053215,0.0119077427525612,1.09232792440563,0.833272349613429,0.446646104258652,0.561388345529864,0.552315838660423,0.421534574860473,"1",0.932737054536119
"Azerbaijan","AZE","1993","Asia",0.470040432812864,0.452767845820461,0.555582064922691,-0.187845821522651,0.316029267521962,0.116618756036341,0.458527571124596,0.0107292632545082,-0.177114819756604,-0.0240004267458737,0.0571504749953861,1.05814150691339,0.802821004190063,0.482704408291943,0.62803657075557,0.528813309927813,0.46104680296949,"1",0.907553373137489
"Azerbaijan","AZE","1995","Asia",0.485457932877778,0.457979787703118,0.530414340992154,-0.180848819843286,0.326920456670832,0.164906824813639,0.480034018822991,0.0699199835257708,-0.0694335665992745,-0.0607377141449133,0.0119077427525612,1.0132179100097,0.759491144039419,0.495000797273984,0.648345920596842,0.497990632493494,0.464048005786273,"1",0.906759150791913
"Azerbaijan","AZE","1996","Asia",0.480461424124211,0.440521579792733,0.520943824093665,-0.186436371482719,0.31233919051072,0.176878572080717,0.479127855417907,0.0871541877874687,-0.233363361618162,-0.0607377141449133,-0.039004284476834,0.986611619360949,0.734170601057583,0.491681977829116,0.644676986345196,0.473318846075899,0.452380898529751,"1",0.914983870228752
"Azerbaijan","AZE","2006","Asia",0.570388942393783,0.459143357482806,0.507256845956289,-0.13880871780438,0.387228781134425,0.490488376053954,0.604752480929603,0.2845638170826,-0.224231017811448,-0.443803753039333,-0.246790438234605,0.697249007999898,0.475924198789881,0.512950789423264,0.677910415933161,0.0801137619067919,0.400778811415604,"1",0.968688653083518
"Bahamas","BHS","1997","Americas",-1.23932349784056,-0.942101690972423,-1.08259111946048,-0.383427738434814,-1.03202893061623,-1.2326284491872,-1.1254332682805,-1.14015708723186,-1.28176947113547,-0.826869791933753,-0.858596977863694,-0.974860537566683,-1.03942973718382,-1.46957896317957,-1.29018941137102,-1.06835481278915,-1.42098147715777,"0",0.909274530829862
"Bahamas","BHS","2018","Americas",-0.986381548245156,-0.818744040393125,-1.34478638826491,-0.521603053162715,-0.826283986863772,-0.976528520502557,-0.827224157271092,-1.14015708723186,-1.0860804272221,-0.826869791933753,-0.858596977863694,-1.10928943498154,-1.21390548524262,-1.29179405930515,-1.14169120445268,-1.11933993306114,-1.32709262813303,"0",0.980633525410667
